user_id,date,device,visits,button_clicks_monthly,button_clicks_yearly
U2519,2026-01-24,Mobile,1,1,0
U2519,2026-01-25,Mobile,5,0,0
U2519,2026-01-26,Mobile,4,1,0
U2519,2026-01-27,Mobile,3,0,0
U2519,2026-01-28,PC,4,3,1
U2520,2026-01-16,Mobile,5,0,5
U2520,2026-01-17,Mobile,3,1,2
U2520,2026-01-18,PC,4,0,0
U2520,2026-01-19,Mobile,5,0,2
U2520,2026-01-20,Mobile,5,0,0
U2520,2026-01-21,PC,2,1,0
U2520,2026-01-22,Mobile,2,0,0
U2520,2026-01-23,Mobile,2,0,0
U2520,2026-01-24,Mobile,2,1,1
U2520,2026-01-25,PC,1,0,1
U2520,2026-01-26,PC,4,1,1
U2520,2026-01-27,PC,1,0,1
U2520,2026-01-28,PC,1,0,1
U2521,2026-01-15,Mobile,4,0,4
U2521,2026-01-16,Mobile,1,0,0
U2521,2026-01-17,Mobile,5,3,2
U2521,2026-01-18,Mobile,3,1,0
U2521,2026-01-19,Mobile,1,0,0
U2521,2026-01-20,Mobile,5,0,5
U2521,2026-01-21,PC,2,0,0
U2521,2026-01-22,PC,5,0,2
U2521,2026-01-23,PC,5,1,2
U2521,2026-01-25,PC,5,0,0
U2521,2026-01-26,PC,5,2,3
U2521,2026-01-27,Mobile,3,0,2
U2521,2026-01-28,Mobile,5,1,1
U2522,2026-01-16,PC,1,0,0
U2522,2026-01-17,PC,4,2,0
U2522,2026-01-18,PC,2,1,0
U2522,2026-01-19,Mobile,3,0,2
U2522,2026-01-20,PC,1,0,1
U2522,2026-01-21,Mobile,3,2,1
U2522,2026-01-22,PC,5,1,1
U2522,2026-01-23,PC,5,1,0
U2522,2026-01-24,PC,3,1,2
U2522,2026-01-25,PC,4,0,0
U2522,2026-01-26,Mobile,2,0,2
U2522,2026-01-27,Mobile,3,0,2
U2522,2026-01-28,Mobile,1,0,0
U2523,2026-01-15,PC,3,0,0
U2523,2026-01-16,Mobile,4,1,1
U2523,2026-01-17,Mobile,4,1,3
U2523,2026-01-19,Mobile,1,1,0
U2523,2026-01-20,Mobile,2,0,1
U2523,2026-01-21,Mobile,1,1,0
U2523,2026-01-22,PC,5,2,1
U2523,2026-01-23,Mobile,5,0,0
U2523,2026-01-24,PC,5,0,4
U2523,2026-01-25,PC,5,4,1
U2523,2026-01-26,Mobile,2,1,0
U2523,2026-01-27,PC,1,0,1
U2523,2026-01-28,Mobile,2,0,0
U2524,2026-01-15,PC,3,0,2
U2524,2026-01-16,Mobile,2,0,2
U2524,2026-01-17,Mobile,3,0,0
U2524,2026-01-18,PC,2,0,2
U2524,2026-01-20,Mobile,3,0,1
U2524,2026-01-21,PC,5,3,2
U2524,2026-01-22,PC,1,0,1
U2524,2026-01-24,PC,5,0,0
U2524,2026-01-25,Mobile,2,0,0
U2524,2026-01-26,Mobile,3,2,1
U2524,2026-01-27,Mobile,2,0,0
U2525,2026-01-15,Mobile,1,0,0
U2525,2026-01-16,Mobile,5,1,4
U2525,2026-01-17,Mobile,5,1,4
U2525,2026-01-18,PC,5,1,2
U2525,2026-01-19,PC,1,0,1
U2525,2026-01-20,PC,3,0,0
U2525,2026-01-21,Mobile,4,1,2
U2525,2026-01-22,Mobile,3,1,1
U2525,2026-01-23,Mobile,3,0,0
U2525,2026-01-24,PC,5,3,2
U2525,2026-01-26,PC,3,1,2
U2525,2026-01-27,Mobile,4,1,1
U2525,2026-01-28,Mobile,4,1,1
U2526,2026-01-15,PC,3,1,1
U2526,2026-01-16,PC,5,0,0
U2526,2026-01-17,Mobile,3,0,2
U2526,2026-01-18,PC,5,0,1
U2526,2026-01-19,Mobile,1,0,1
U2526,2026-01-20,PC,4,3,0
U2526,2026-01-21,Mobile,1,0,0
U2526,2026-01-22,Mobile,1,0,0
U2526,2026-01-23,PC,1,1,0
U2526,2026-01-24,Mobile,5,2,1
U2526,2026-01-25,PC,4,1,1
U2526,2026-01-26,PC,4,0,0
U2526,2026-01-28,Mobile,5,3,0
U2527,2026-01-17,Mobile,4,0,0
U2527,2026-01-18,PC,3,1,0
U2527,2026-01-19,Mobile,5,3,2
U2527,2026-01-20,PC,5,3,1
U2527,2026-01-21,PC,3,1,0
U2527,2026-01-22,Mobile,2,1,0
U2527,2026-01-23,Mobile,3,1,0
U2527,2026-01-24,PC,5,0,2
U2527,2026-01-25,Mobile,5,3,2
U2527,2026-01-26,Mobile,5,3,2
U2527,2026-01-27,Mobile,4,0,2
U2527,2026-01-28,Mobile,3,1,2
U2528,2026-01-15,PC,2,0,0
U2528,2026-01-16,Mobile,3,0,0
U2528,2026-01-17,PC,3,3,0
U2528,2026-01-19,Mobile,5,1,3
U2528,2026-01-20,Mobile,5,1,4
U2528,2026-01-21,Mobile,3,1,1
U2528,2026-01-22,Mobile,4,0,2
U2528,2026-01-23,Mobile,4,0,3
U2528,2026-01-24,PC,2,0,2
U2528,2026-01-25,Mobile,5,3,2
U2528,2026-01-26,Mobile,3,0,0
U2528,2026-01-27,PC,5,1,1
U2528,2026-01-28,Mobile,2,1,0
U2529,2026-01-15,PC,2,2,0
U2529,2026-01-16,PC,2,0,1
U2529,2026-01-17,Mobile,2,0,0
U2529,2026-01-18,Mobile,3,2,0
U2529,2026-01-19,Mobile,5,2,2
U2529,2026-01-20,Mobile,3,0,2
U2529,2026-01-21,PC,1,0,0
U2529,2026-01-23,Mobile,5,0,0
U2529,2026-01-24,Mobile,3,0,0
U2529,2026-01-26,Mobile,1,0,1
U2529,2026-01-27,PC,1,0,1
U2530,2026-01-15,Mobile,5,0,1
U2530,2026-01-18,Mobile,1,1,0
U2530,2026-01-19,PC,3,1,2
U2530,2026-01-20,Mobile,1,0,0
U2530,2026-01-21,PC,1,1,0
U2530,2026-01-22,PC,1,0,0
U2530,2026-01-23,Mobile,3,0,0
U2530,2026-01-24,Mobile,2,0,1
U2530,2026-01-25,Mobile,3,1,1
U2530,2026-01-26,PC,5,0,5
U2530,2026-01-27,Mobile,4,0,2
U2530,2026-01-28,PC,3,1,0
U2531,2026-01-15,PC,5,1,1
U2531,2026-01-16,PC,4,0,0
U2531,2026-01-17,Mobile,5,1,4
U2531,2026-01-18,Mobile,3,2,0
U2531,2026-01-19,Mobile,3,1,2
U2531,2026-01-20,PC,5,0,1
U2531,2026-01-21,Mobile,1,0,0
U2531,2026-01-22,PC,2,0,1
U2531,2026-01-24,PC,4,0,3
U2531,2026-01-25,Mobile,1,0,0
U2531,2026-01-26,Mobile,2,0,2
U2531,2026-01-27,Mobile,2,0,1
U2531,2026-01-28,Mobile,5,0,4
U2532,2026-01-15,Mobile,3,0,0
U2532,2026-01-16,Mobile,5,2,1
U2532,2026-01-17,Mobile,5,2,1
U2532,2026-01-18,PC,1,0,0
U2532,2026-01-19,Mobile,2,0,2
U2532,2026-01-20,PC,1,1,0
U2532,2026-01-21,Mobile,5,2,3
U2532,2026-01-22,Mobile,4,1,2
U2532,2026-01-23,Mobile,4,0,0
U2532,2026-01-24,PC,5,1,2
U2532,2026-01-25,PC,2,0,1
U2532,2026-01-26,PC,3,1,1
U2532,2026-01-27,Mobile,1,1,0
U2532,2026-01-28,Mobile,1,0,0
U2533,2026-01-15,PC,5,0,2
U2533,2026-01-16,Mobile,4,0,0
U2533,2026-01-17,Mobile,5,0,1
U2533,2026-01-18,PC,5,0,3
U2533,2026-01-19,Mobile,1,0,0
U2533,2026-01-21,PC,3,0,1
U2533,2026-01-22,Mobile,1,0,0
U2533,2026-01-24,PC,3,1,2
U2533,2026-01-25,PC,5,0,1
U2533,2026-01-26,PC,5,1,3
U2533,2026-01-27,Mobile,5,2,0
U2533,2026-01-28,PC,1,0,1
U2534,2026-01-15,Mobile,1,0,0
U2534,2026-01-16,Mobile,5,2,1
U2534,2026-01-17,Mobile,4,0,1
U2534,2026-01-18,PC,4,0,2
U2534,2026-01-19,PC,5,2,3
U2534,2026-01-20,PC,3,0,1
U2534,2026-01-21,Mobile,5,0,2
U2534,2026-01-22,PC,2,1,0
U2534,2026-01-23,Mobile,3,0,0
U2534,2026-01-24,PC,4,0,0
U2534,2026-01-25,Mobile,1,0,1
U2534,2026-01-26,PC,5,0,1
U2534,2026-01-28,Mobile,5,3,2
U2535,2026-01-15,Mobile,2,0,0
U2535,2026-01-16,Mobile,4,1,2
U2535,2026-01-17,Mobile,4,0,2
U2535,2026-01-18,PC,1,0,0
U2535,2026-01-19,Mobile,4,0,2
U2535,2026-01-20,PC,3,0,0
U2535,2026-01-21,Mobile,2,1,1
U2535,2026-01-22,Mobile,4,1,2
U2535,2026-01-23,PC,4,2,1
U2535,2026-01-24,Mobile,5,2,3
U2535,2026-01-25,PC,5,2,1
U2535,2026-01-27,Mobile,3,2,1
U2535,2026-01-28,PC,2,0,0
U2536,2026-01-15,Mobile,3,1,2
U2536,2026-01-16,Mobile,2,0,2
U2536,2026-01-17,Mobile,4,2,1
U2536,2026-01-18,Mobile,3,0,0
U2536,2026-01-19,Mobile,4,0,0
U2536,2026-01-20,PC,2,1,1
U2536,2026-01-22,PC,5,1,2
U2536,2026-01-23,Mobile,1,0,0
U2536,2026-01-24,PC,2,0,0
U2536,2026-01-25,PC,3,0,1
U2536,2026-01-26,Mobile,2,2,0
U2536,2026-01-27,PC,1,0,0
U2536,2026-01-28,Mobile,1,0,0
U2537,2026-01-15,Mobile,4,1,2
U2537,2026-01-16,PC,5,1,1
U2537,2026-01-17,Mobile,2,0,2
U2537,2026-01-18,Mobile,5,0,0
U2537,2026-01-19,PC,4,0,0
U2537,2026-01-20,PC,5,0,0
U2537,2026-01-21,PC,5,0,0
U2537,2026-01-22,PC,5,1,1
U2537,2026-01-23,Mobile,5,1,2
U2537,2026-01-25,Mobile,2,0,1
U2537,2026-01-26,PC,4,3,1
U2537,2026-01-27,PC,3,0,1
U2537,2026-01-28,Mobile,3,1,1
U2538,2026-01-15,PC,4,0,0
U2538,2026-01-16,Mobile,2,0,1
U2538,2026-01-17,Mobile,3,0,0
U2538,2026-01-18,Mobile,4,0,0
U2538,2026-01-19,Mobile,2,0,0
U2538,2026-01-20,PC,1,0,0
U2538,2026-01-21,Mobile,2,1,1
U2538,2026-01-22,PC,1,0,0
U2538,2026-01-23,PC,3,1,2
U2538,2026-01-24,PC,5,2,1
U2538,2026-01-25,PC,4,1,2
U2538,2026-01-26,PC,3,2,1
U2538,2026-01-27,Mobile,2,0,0
U2538,2026-01-28,Mobile,5,1,1
U2539,2026-01-15,PC,5,3,1
U2539,2026-01-18,PC,1,0,1
U2539,2026-01-19,Mobile,1,1,0
U2539,2026-01-20,Mobile,2,0,2
U2539,2026-01-21,Mobile,4,1,1
U2539,2026-01-22,Mobile,5,1,1
U2539,2026-01-23,Mobile,2,0,0
U2539,2026-01-24,Mobile,1,0,1
U2539,2026-01-25,PC,3,0,1
U2540,2026-01-15,Mobile,5,1,1
U2540,2026-01-16,Mobile,4,1,0
U2540,2026-01-17,Mobile,1,1,0
U2540,2026-01-18,Mobile,3,1,1
U2540,2026-01-20,PC,1,1,0
U2540,2026-01-21,Mobile,1,1,0
U2540,2026-01-23,Mobile,4,0,1
U2540,2026-01-25,PC,1,0,0
U2540,2026-01-26,Mobile,5,3,1
U2540,2026-01-27,Mobile,1,0,0
U2540,2026-01-28,Mobile,1,1,0
U2541,2026-01-15,Mobile,4,1,2
U2541,2026-01-17,Mobile,3,2,0
U2541,2026-01-18,Mobile,1,0,0
U2541,2026-01-19,PC,1,0,0
U2541,2026-01-21,PC,1,0,1
U2541,2026-01-22,Mobile,3,2,1
U2541,2026-01-23,Mobile,3,0,0
U2541,2026-01-24,PC,1,1,0
U2541,2026-01-25,PC,1,0,0
U2541,2026-01-26,Mobile,5,1,2
U2541,2026-01-27,Mobile,1,0,1
U2541,2026-01-28,PC,2,0,1
U2542,2026-01-15,PC,2,1,1
U2542,2026-01-16,PC,4,1,2
U2542,2026-01-17,Mobile,4,2,2
U2542,2026-01-18,Mobile,1,1,0
U2542,2026-01-19,Mobile,5,1,3
U2542,2026-01-20,Mobile,5,0,4
U2542,2026-01-21,Mobile,5,0,2
U2542,2026-01-22,PC,5,3,2
U2542,2026-01-23,Mobile,1,0,1
U2542,2026-01-24,PC,2,0,1
U2542,2026-01-25,PC,1,0,0
U2542,2026-01-26,Mobile,2,1,1
U2542,2026-01-27,PC,4,1,3
U2542,2026-01-28,PC,5,3,2
U2543,2026-01-15,PC,3,0,3
U2543,2026-01-16,Mobile,2,0,1
U2543,2026-01-18,Mobile,4,0,3
U2543,2026-01-20,PC,5,1,2
U2543,2026-01-21,PC,3,1,2
U2543,2026-01-22,Mobile,4,0,0
U2543,2026-01-23,PC,2,0,0
U2543,2026-01-24,Mobile,5,2,3
U2543,2026-01-25,Mobile,3,0,2
U2543,2026-01-27,Mobile,5,0,0
U2543,2026-01-28,PC,3,0,1
U2544,2026-01-16,Mobile,4,1,1
U2544,2026-01-18,PC,3,1,0
U2544,2026-01-19,Mobile,5,1,1
U2544,2026-01-20,Mobile,5,0,2
U2544,2026-01-21,PC,3,1,0
U2544,2026-01-22,Mobile,3,1,2
U2544,2026-01-23,PC,5,3,2
U2544,2026-01-24,Mobile,1,0,0
U2544,2026-01-25,Mobile,4,1,2
U2544,2026-01-27,Mobile,3,0,0
U2544,2026-01-28,PC,4,1,3
U2545,2026-01-15,Mobile,1,1,0
U2545,2026-01-16,PC,2,1,1
U2545,2026-01-17,PC,1,1,0
U2545,2026-01-18,PC,5,1,0
U2545,2026-01-19,Mobile,4,1,2
U2545,2026-01-20,Mobile,3,0,0
U2545,2026-01-21,Mobile,4,1,2
U2545,2026-01-22,Mobile,1,0,1
U2545,2026-01-23,PC,1,0,0
U2545,2026-01-24,Mobile,3,0,1
U2545,2026-01-25,PC,2,1,1
U2545,2026-01-26,Mobile,5,2,0
U2545,2026-01-27,Mobile,3,1,0
U2546,2026-01-16,Mobile,4,2,1
U2546,2026-01-17,Mobile,4,0,0
U2546,2026-01-18,Mobile,4,2,0
U2546,2026-01-19,PC,2,2,0
U2546,2026-01-20,Mobile,5,3,0
U2546,2026-01-21,Mobile,4,2,2
U2546,2026-01-22,Mobile,2,1,0
U2546,2026-01-23,Mobile,3,1,0
U2546,2026-01-25,Mobile,1,1,0
U2546,2026-01-26,PC,1,0,1
U2547,2026-01-15,PC,2,1,0
U2547,2026-01-16,PC,1,0,0
U2547,2026-01-17,Mobile,4,2,1
U2547,2026-01-18,PC,3,1,2
U2547,2026-01-19,PC,1,0,0
U2547,2026-01-21,PC,2,1,1
U2547,2026-01-22,Mobile,5,0,0
U2547,2026-01-24,PC,2,1,0
U2547,2026-01-25,Mobile,3,0,1
U2547,2026-01-26,Mobile,4,1,1
U2547,2026-01-27,Mobile,4,2,0
U2547,2026-01-28,PC,3,2,1
U2548,2026-01-15,PC,1,0,0
U2548,2026-01-16,Mobile,2,1,1
U2548,2026-01-17,Mobile,1,0,1
U2548,2026-01-18,Mobile,4,0,0
U2548,2026-01-19,Mobile,1,0,0
U2548,2026-01-20,PC,2,0,2
U2548,2026-01-22,PC,3,1,1
U2548,2026-01-23,Mobile,1,0,0
U2548,2026-01-25,PC,3,0,0
U2548,2026-01-26,PC,4,0,2
U2548,2026-01-27,Mobile,5,0,0
U2548,2026-01-28,Mobile,5,1,3
U2549,2026-01-15,PC,4,2,1
U2549,2026-01-16,Mobile,1,0,0
U2549,2026-01-18,Mobile,3,1,0
U2549,2026-01-19,PC,4,1,1
U2549,2026-01-20,PC,4,1,3
U2549,2026-01-22,Mobile,1,0,1
U2549,2026-01-23,PC,4,1,1
U2549,2026-01-25,Mobile,5,0,0
U2549,2026-01-26,PC,4,0,0
U2549,2026-01-27,Mobile,2,0,0
U2549,2026-01-28,Mobile,3,2,1
U2550,2026-01-15,Mobile,5,0,0
U2550,2026-01-16,Mobile,5,0,1
U2550,2026-01-17,PC,2,0,2
U2550,2026-01-18,Mobile,1,0,0
U2550,2026-01-21,Mobile,5,0,1
U2550,2026-01-22,Mobile,1,0,0
U2550,2026-01-23,Mobile,2,1,0
U2550,2026-01-24,Mobile,2,1,0
U2550,2026-01-25,Mobile,1,0,0
U2550,2026-01-26,Mobile,2,0,0
U2550,2026-01-27,Mobile,5,0,4
U2550,2026-01-28,Mobile,1,1,0
U2551,2026-01-15,PC,5,2,3
U2551,2026-01-16,Mobile,5,1,2
U2551,2026-01-17,PC,1,0,0
U2551,2026-01-18,PC,5,0,0
U2551,2026-01-19,Mobile,1,0,1
U2551,2026-01-20,PC,2,0,2
U2551,2026-01-21,PC,5,1,4
U2551,2026-01-22,Mobile,5,1,3
U2551,2026-01-23,PC,5,0,0
U2551,2026-01-24,Mobile,3,0,0
U2551,2026-01-25,PC,4,0,1
U2551,2026-01-27,Mobile,5,3,2
U2552,2026-01-15,Mobile,3,2,1
U2552,2026-01-17,Mobile,2,1,1
U2552,2026-01-18,PC,2,0,0
U2552,2026-01-19,PC,2,0,0
U2552,2026-01-21,Mobile,4,0,0
U2552,2026-01-22,Mobile,2,0,2
U2552,2026-01-23,Mobile,3,0,0
U2552,2026-01-24,Mobile,3,0,3
U2552,2026-01-25,Mobile,1,0,0
U2552,2026-01-26,Mobile,2,0,0
U2552,2026-01-27,Mobile,4,0,4
U2552,2026-01-28,PC,2,1,0
U2553,2026-01-15,Mobile,1,0,0
U2553,2026-01-16,Mobile,2,0,0
U2553,2026-01-17,Mobile,2,0,1
U2553,2026-01-18,Mobile,2,0,0
U2553,2026-01-19,Mobile,3,0,0
U2553,2026-01-20,Mobile,5,0,3
U2553,2026-01-21,Mobile,5,0,4
U2553,2026-01-22,Mobile,5,1,2
U2553,2026-01-23,Mobile,5,0,0
U2553,2026-01-24,PC,1,0,0
U2553,2026-01-25,PC,2,0,0
U2553,2026-01-26,Mobile,1,0,0
U2553,2026-01-27,Mobile,4,1,1
U2553,2026-01-28,PC,2,0,1
U2554,2026-01-15,PC,3,0,1
U2554,2026-01-16,PC,1,1,0
U2554,2026-01-17,Mobile,4,0,1
U2554,2026-01-18,Mobile,2,0,0
U2554,2026-01-19,PC,4,2,2
