user_id,user_type,group,gender,age
U2899,신규 고객,B,여성,37
U2900,신규 고객,B,남성,43
U2901,신규 고객,A,여성,34
U2902,신규 고객,A,여성,44
U2903,신규 고객,A,남성,38
U2904,신규 고객,B,여성,30
U2905,신규 고객,B,남성,34
U2906,신규 고객,A,여성,34
U2907,신규 고객,A,여성,31
U2908,신규 고객,B,남성,33
U2909,신규 고객,A,여성,41
U2910,신규 고객,A,여성,38
U2911,신규 고객,A,여성,44
U2912,신규 고객,B,남성,26
U2913,신규 고객,B,여성,36
U2914,신규 고객,A,남성,36
U2915,신규 고객,B,여성,20
U2916,신규 고객,B,여성,36
U2917,신규 고객,B,여성,44
U2918,신규 고객,A,여성,35
U2919,신규 고객,A,남성,36
U2920,신규 고객,A,여성,37
U2921,신규 고객,A,여성,31
U2922,신규 고객,A,남성,40
U2923,신규 고객,A,남성,43
U2924,신규 고객,A,남성,33
U2925,신규 고객,A,여성,40
U2926,신규 고객,A,남성,35
U2927,신규 고객,B,여성,24
U2928,신규 고객,A,여성,24
U2929,신규 고객,B,남성,25
U2930,신규 고객,B,여성,37
U2931,신규 고객,A,여성,25
U2932,신규 고객,B,남성,20
U2933,신규 고객,B,남성,24
U2934,신규 고객,A,남성,25
U2935,신규 고객,B,여성,44
U2936,신규 고객,A,여성,46
U2937,신규 고객,B,남성,20
U2938,신규 고객,A,남성,35
U2939,신규 고객,B,남성,34
U2940,신규 고객,B,남성,37
U2941,신규 고객,A,남성,53
U2942,신규 고객,B,남성,31
U2943,신규 고객,B,여성,32
U2944,신규 고객,B,여성,41
U2945,신규 고객,B,남성,31
U2946,신규 고객,B,남성,27
U2947,신규 고객,B,여성,35
U2948,신규 고객,A,여성,39
U2949,신규 고객,A,남성,31
U2950,신규 고객,A,남성,42
U2951,신규 고객,A,남성,27
U2952,신규 고객,B,남성,33
U2953,신규 고객,A,여성,31
U2954,신규 고객,A,여성,58
U2955,신규 고객,A,여성,60
U2956,신규 고객,B,여성,55
U2957,신규 고객,A,여성,31
U2958,신규 고객,A,여성,44
U2959,신규 고객,A,여성,20
U2960,신규 고객,B,남성,36
U2961,신규 고객,A,남성,38
U2962,신규 고객,B,남성,37
U2963,신규 고객,A,남성,38
U2964,신규 고객,B,여성,44
U2965,신규 고객,B,여성,37
U2966,신규 고객,B,여성,51
U2967,신규 고객,B,여성,41
U2968,신규 고객,B,남성,28
U2969,신규 고객,B,여성,39
U2970,신규 고객,B,남성,26
U2971,신규 고객,A,남성,36
U2972,신규 고객,A,여성,30
U2973,신규 고객,A,여성,24
U2974,신규 고객,B,남성,33
U2975,신규 고객,B,남성,36
U2976,신규 고객,A,남성,36
U2977,신규 고객,A,남성,30
U2978,신규 고객,B,여성,20
U2979,신규 고객,A,여성,46
U2980,신규 고객,B,남성,36
U2981,신규 고객,B,남성,35
U2982,신규 고객,B,여성,20
U2983,신규 고객,B,여성,34
U2984,신규 고객,A,여성,32
U2985,신규 고객,B,여성,38
U2986,신규 고객,B,남성,29
U2987,신규 고객,A,남성,37
U2988,신규 고객,A,남성,43
U2989,신규 고객,A,남성,37
U2990,신규 고객,A,남성,24
U2991,신규 고객,A,여성,38
U2992,신규 고객,B,남성,28
U2993,신규 고객,A,남성,44
U2994,신규 고객,B,여성,32
U2995,신규 고객,A,남성,36
U2996,신규 고객,A,남성,20
U2997,신규 고객,A,남성,41
U2998,신규 고객,A,남성,37
U2999,신규 고객,A,여성,30
U3000,신규 고객,A,여성,20
U3001,신규 고객,A,여성,38
U3002,신규 고객,B,여성,51
U3003,신규 고객,B,남성,45
U3004,신규 고객,A,여성,25
U3005,신규 고객,A,남성,33
U3006,신규 고객,B,남성,31
U3007,신규 고객,B,여성,32
U3008,신규 고객,A,여성,33
U3009,신규 고객,A,남성,33
U3010,신규 고객,B,여성,36
U3011,신규 고객,B,남성,25
U3012,신규 고객,A,여성,42
U3013,신규 고객,B,여성,42
U3014,신규 고객,A,남성,44
U3015,신규 고객,A,남성,35
U3016,신규 고객,A,남성,37
U3017,신규 고객,A,여성,27
U3018,신규 고객,B,남성,28
U3019,신규 고객,A,남성,32
U3020,신규 고객,B,남성,39
U3021,신규 고객,A,남성,21
U3022,신규 고객,A,여성,35
U3023,신규 고객,A,여성,54
U3024,신규 고객,B,남성,28
U3025,신규 고객,B,여성,46
U3026,신규 고객,B,남성,37
U3027,신규 고객,B,여성,43
U3028,신규 고객,B,남성,35
U3029,신규 고객,A,여성,20
U3030,신규 고객,B,남성,37
U3031,신규 고객,B,여성,28
U3032,신규 고객,B,여성,33
U3033,신규 고객,B,여성,33
U3034,신규 고객,B,여성,23
U3035,신규 고객,A,여성,38
U3036,신규 고객,A,남성,45
U3037,신규 고객,A,여성,42
U3038,신규 고객,A,여성,46
U3039,신규 고객,A,남성,58
U3040,신규 고객,B,남성,27
U3041,신규 고객,A,남성,46
U3042,신규 고객,A,여성,51
U3043,신규 고객,A,여성,45
U3044,신규 고객,B,남성,35
U3045,신규 고객,B,남성,36
U3046,신규 고객,A,남성,54
U3047,신규 고객,B,여성,32
U3048,신규 고객,A,남성,25
U3049,신규 고객,B,여성,30
U3050,신규 고객,A,여성,31
U3051,신규 고객,B,남성,28
U3052,신규 고객,A,남성,37
U3053,신규 고객,A,남성,50
U3054,신규 고객,B,남성,36
U3055,신규 고객,A,여성,28
U3056,신규 고객,A,여성,45
U3057,신규 고객,A,남성,27
U3058,신규 고객,A,남성,38
U3059,신규 고객,A,여성,22
U3060,신규 고객,A,남성,42
U3061,신규 고객,B,여성,47
U3062,신규 고객,B,여성,43
U3063,신규 고객,B,남성,49
U3064,신규 고객,B,여성,35
U3065,신규 고객,A,남성,54
U3066,신규 고객,B,여성,30
U3067,신규 고객,B,여성,20
U3068,신규 고객,A,여성,30
U3069,신규 고객,B,남성,20
U3070,신규 고객,A,남성,31
U3071,신규 고객,B,남성,45
U3072,신규 고객,B,여성,46
U3073,신규 고객,A,남성,20
U3074,신규 고객,B,여성,38
U3075,신규 고객,B,남성,42
U3076,신규 고객,A,남성,50
U3077,신규 고객,B,남성,47
U3078,신규 고객,A,남성,27
U3079,신규 고객,A,남성,20
U3080,신규 고객,B,남성,28
U3081,신규 고객,A,여성,27
U3082,신규 고객,A,남성,32
U3083,신규 고객,B,남성,34
U3084,신규 고객,B,여성,29
U3085,신규 고객,A,남성,27
U3086,신규 고객,A,남성,34
U3087,신규 고객,B,여성,26
U3088,신규 고객,A,남성,31
U3089,신규 고객,B,남성,29
U3090,신규 고객,A,여성,36
U3091,신규 고객,B,여성,37
U3092,신규 고객,A,여성,41
U3093,신규 고객,B,남성,23
U3094,신규 고객,B,여성,30
U3095,신규 고객,A,남성,42
U3096,신규 고객,B,남성,20
U3097,신규 고객,B,여성,24
U3098,신규 고객,A,남성,20
U3099,신규 고객,B,여성,54
U3100,신규 고객,A,여성,30
U3101,신규 고객,A,남성,25
U3102,신규 고객,B,남성,40
U3103,신규 고객,A,남성,45
U3104,신규 고객,A,남성,24
U3105,신규 고객,A,남성,32
U3106,신규 고객,A,남성,20
U3107,신규 고객,B,남성,31
U3108,신규 고객,B,여성,32
U3109,신규 고객,B,여성,32
U3110,신규 고객,B,남성,37
U3111,신규 고객,A,남성,45
U3112,신규 고객,A,남성,36
U3113,신규 고객,A,남성,51
U3114,신규 고객,B,여성,38
U3115,신규 고객,B,남성,30
U3116,신규 고객,B,여성,38
U3117,신규 고객,B,여성,42
U3118,신규 고객,A,남성,59
U3119,신규 고객,A,남성,40
U3120,신규 고객,B,여성,60
U3121,신규 고객,A,여성,36
U3122,신규 고객,B,남성,27
U3123,신규 고객,B,남성,41
U3124,신규 고객,A,여성,28
U3125,신규 고객,B,여성,32
U3126,신규 고객,B,남성,41
U3127,신규 고객,A,남성,20
U3128,신규 고객,B,여성,44
U3129,신규 고객,A,남성,33
U3130,신규 고객,A,남성,29
U3131,신규 고객,B,여성,36
U3132,신규 고객,B,남성,25
U3133,신규 고객,B,남성,35
U3134,신규 고객,A,남성,40
U3135,신규 고객,A,남성,23
U3136,신규 고객,B,남성,40
U3137,신규 고객,A,여성,38
U3138,신규 고객,A,여성,31
U3139,신규 고객,A,남성,31
U3140,신규 고객,B,남성,38
U3141,신규 고객,A,여성,38
U3142,신규 고객,B,여성,46
U3143,신규 고객,B,여성,31
U3144,신규 고객,A,남성,26
U3145,신규 고객,A,여성,38
U3146,신규 고객,B,여성,47
U3147,신규 고객,B,여성,49
U3148,신규 고객,B,여성,21
U3149,신규 고객,B,남성,20
U3150,신규 고객,A,남성,38
U3151,신규 고객,B,여성,43
U3152,신규 고객,A,남성,41
U3153,신규 고객,A,여성,20
U3154,신규 고객,A,여성,28
U3155,신규 고객,B,남성,20
U3156,신규 고객,B,남성,35
U3157,신규 고객,B,여성,37
U3158,신규 고객,A,여성,32
U3159,신규 고객,B,남성,20
U3160,신규 고객,B,남성,28
U3161,신규 고객,A,여성,38
U3162,신규 고객,B,남성,29
U3163,신규 고객,A,남성,36
U3164,신규 고객,A,남성,31
U3165,신규 고객,B,남성,23
U3166,신규 고객,B,여성,32
U3167,신규 고객,A,남성,43
U3168,신규 고객,B,여성,20
U3169,신규 고객,A,여성,27
U3170,신규 고객,A,남성,51
U3171,신규 고객,A,남성,32
U3172,신규 고객,A,남성,31
U3173,신규 고객,B,남성,26
U3174,신규 고객,B,남성,38
U3175,신규 고객,A,여성,36
U3176,신규 고객,B,여성,36
U3177,신규 고객,B,여성,26
U3178,신규 고객,B,여성,32
U3179,신규 고객,B,남성,30
U3180,신규 고객,A,남성,34
U3181,신규 고객,B,여성,30
U3182,신규 고객,A,남성,24
U3183,신규 고객,A,남성,28
U3184,신규 고객,A,여성,32
U3185,신규 고객,A,남성,32
U3186,신규 고객,B,여성,32
U3187,신규 고객,B,여성,31
U3188,신규 고객,A,여성,36
U3189,신규 고객,A,여성,46
U3190,신규 고객,B,여성,30
U3191,신규 고객,B,여성,39
U3192,신규 고객,A,남성,36
U3193,신규 고객,B,남성,28
U3194,신규 고객,B,여성,52
U3195,신규 고객,B,남성,34
U3196,신규 고객,A,남성,37
U3197,신규 고객,A,남성,31
U3198,신규 고객,A,여성,42
U3199,신규 고객,B,남성,40
U3200,신규 고객,B,여성,34
U3201,신규 고객,A,여성,33
U3202,신규 고객,A,여성,43
U3203,신규 고객,B,남성,29
U3204,신규 고객,A,여성,32
U3205,신규 고객,B,여성,24
U3206,신규 고객,A,남성,28
U3207,신규 고객,A,남성,41
U3208,신규 고객,A,여성,24
U3209,신규 고객,B,여성,33
U3210,신규 고객,B,여성,33
U3211,신규 고객,B,남성,31
U3212,신규 고객,B,남성,23
U3213,신규 고객,B,남성,39
U3214,신규 고객,B,여성,43
U3215,신규 고객,A,여성,35
U3216,신규 고객,B,남성,42
U3217,신규 고객,A,여성,22
U3218,신규 고객,B,여성,26
U3219,신규 고객,A,여성,40
U3220,신규 고객,A,남성,20
U3221,신규 고객,B,남성,47
U3222,신규 고객,A,남성,37
U3223,신규 고객,A,여성,42
U3224,신규 고객,A,남성,20
U3225,신규 고객,A,남성,26
U3226,신규 고객,B,여성,39
U3227,신규 고객,A,여성,34
U3228,신규 고객,A,남성,26
U3229,신규 고객,B,여성,27
U3230,신규 고객,A,남성,27
U3231,신규 고객,B,여성,46
U3232,신규 고객,B,여성,33
U3233,신규 고객,A,남성,29
U3234,신규 고객,B,여성,29
U3235,신규 고객,B,여성,37
U3236,신규 고객,B,여성,33
U3237,신규 고객,B,남성,23
U3238,신규 고객,B,남성,33
U3239,신규 고객,B,남성,50
U3240,신규 고객,A,여성,24
U3241,신규 고객,B,여성,50
U3242,신규 고객,B,남성,24
U3243,신규 고객,A,여성,20
U3244,신규 고객,A,남성,48
U3245,신규 고객,A,여성,40
U3246,신규 고객,B,여성,20
U3247,신규 고객,A,여성,30
U3248,신규 고객,B,남성,52
U3249,신규 고객,A,남성,36
U3250,신규 고객,A,남성,50
U3251,신규 고객,B,남성,30
U3252,신규 고객,A,남성,35
U3253,신규 고객,B,남성,22
U3254,신규 고객,B,여성,21
U3255,신규 고객,A,여성,48
U3256,신규 고객,B,남성,32
U3257,신규 고객,A,남성,37
U3258,신규 고객,A,여성,50
U3259,신규 고객,A,여성,48
U3260,신규 고객,A,여성,29
U3261,신규 고객,A,여성,38
U3262,신규 고객,B,남성,44
U3263,신규 고객,B,여성,39
U3264,신규 고객,B,남성,60
U3265,신규 고객,A,여성,50
U3266,신규 고객,A,여성,34
U3267,신규 고객,B,남성,21
U3268,신규 고객,B,여성,27
U3269,신규 고객,B,남성,28
U3270,신규 고객,A,여성,42
U3271,신규 고객,A,여성,34
U3272,신규 고객,A,남성,24
U3273,신규 고객,A,남성,30
U3274,신규 고객,B,여성,44
U3275,신규 고객,A,여성,32
U3276,신규 고객,B,여성,45
U3277,신규 고객,A,여성,35
U3278,신규 고객,B,여성,29
U3279,신규 고객,B,남성,36
U3280,신규 고객,A,남성,49
U3281,신규 고객,A,남성,36
U3282,신규 고객,A,남성,51
U3283,신규 고객,B,남성,29
U3284,신규 고객,B,여성,42
U3285,신규 고객,A,남성,37
U3286,신규 고객,B,남성,31
U3287,신규 고객,B,여성,43
U3288,신규 고객,A,남성,29
U3289,신규 고객,B,남성,31
U3290,신규 고객,A,남성,35
U3291,신규 고객,B,여성,37
U3292,신규 고객,B,남성,20
U3293,신규 고객,A,남성,26
U3294,신규 고객,A,여성,20
U3295,신규 고객,A,남성,27
U3296,신규 고객,B,남성,27
U3297,신규 고객,A,남성,47
U3298,신규 고객,A,여성,50
U3299,신규 고객,B,여성,47
U3300,신규 고객,B,여성,32
U3301,신규 고객,B,남성,20
U3302,신규 고객,A,남성,29
U3303,신규 고객,B,남성,22
U3304,신규 고객,A,남성,36
U3305,신규 고객,B,여성,44
U3306,신규 고객,B,남성,43
U3307,신규 고객,A,남성,33
U3308,신규 고객,B,여성,34
U3309,신규 고객,A,여성,42
U3310,신규 고객,B,남성,28
U3311,신규 고객,A,남성,29
U3312,신규 고객,A,남성,24
U3313,신규 고객,A,여성,32
U3314,신규 고객,B,남성,24
U3315,신규 고객,A,여성,27
U3316,신규 고객,B,여성,23
U3317,신규 고객,B,여성,33
U3318,신규 고객,B,여성,47
U3319,신규 고객,B,남성,41
U3320,신규 고객,A,남성,39
U3321,신규 고객,A,여성,26
